ip,port,protocols,anonymity,country,city,latency_ms,uptime_pct,alive,uptime_24h,uptime_7d,reliability
54.253.167.61,8070,,,AU,Sydney,,7.7,false,0.0,7.4,unstable
35.180.75.159,57063,,,FR,Paris,,10.8,false,6.3,9.3,unstable
43.218.124.29,54686,,,ID,Jakarta,,10.0,false,0.0,8.5,unstable
54.188.236.206,37862,,,US,Boardman,,10.1,false,6.3,11.3,unstable
51.84.101.19,8410,,,IL,Tel Aviv,,11.2,false,5.9,10.4,unstable
15.237.108.20,45953,,,FR,Paris,,16.0,false,11.8,11.2,unstable
15.160.132.166,8475,,,IT,Milan,,11.4,false,5.9,10.2,unstable
52.47.115.41,32386,,,FR,Paris,,9.6,false,0.0,8.5,unstable
101.255.150.129,7777,,,ID,Bekasi,,31.4,false,47.4,44.2,unstable
103.48.70.105,83,,,IN,,,8.1,false,11.8,12.0,unstable
15.161.131.175,13815,,,IT,Milan,,13.1,false,6.3,9.8,unstable
54.215.41.74,14650,,,US,San Jose,,11.9,false,0.0,8.4,unstable
47.92.194.235,9098,,,CN,Beijing,,6.0,false,0.0,5.2,unstable
16.26.99.200,6901,,,AU,Melbourne,,10.0,false,5.9,10.1,unstable
103.11.99.126,8080,,,ID,,,19.3,false,31.6,26.0,unstable
16.26.99.200,40523,,,AU,Melbourne,,10.5,false,5.9,9.0,unstable
43.205.242.234,20288,,,IN,Mumbai,,11.4,false,11.1,14.7,unstable
103.180.126.178,3125,,,ID,Jakarta,,8.6,false,17.6,12.4,unstable
51.92.173.133,46436,,,ES,Zaragoza,,10.7,false,5.9,9.3,unstable
15.223.237.12,28820,,,CA,Montreal,,15.1,false,11.8,15.3,unstable
8.137.38.48,1234,,,CN,Chengdu,,9.5,false,12.5,7.5,unstable
47.104.198.111,3129,,,CN,Qingdao,,6.9,false,6.3,6.1,unstable
34.220.80.147,8589,,,US,Boardman,,14.2,false,5.6,11.7,unstable
65.108.203.36,28080,,,FI,Helsinki,,15.4,false,23.5,13.0,unstable
15.229.231.89,7386,,,BR,Sao Paulo,,13.7,false,27.8,10.2,unstable
47.238.134.126,80,,,HK,Hong Kong,,3.9,false,0.0,5.8,unstable
43.200.179.23,7117,,,KR,Incheon,,12.6,false,11.1,9.0,unstable
40.177.99.164,9536,,,CA,Calgary,,12.1,false,0.0,7.1,unstable
35.78.212.217,9813,,,JP,Tokyo,,10.8,false,11.8,12.0,unstable
13.235.42.151,44021,,,IN,Mumbai,,12.4,false,0.0,6.6,unstable
63.179.134.206,22693,,,DE,Frankfurt am Main,,13.1,false,11.1,13.7,unstable
54.215.41.74,28768,,,US,San Jose,,13.6,false,11.1,9.9,unstable
47.100.130.127,8080,,,CN,Shanghai,,12.9,false,6.3,8.9,unstable
160.22.207.95,8082,,,ID,,,35.6,false,50.0,45.9,unstable
13.53.139.178,33416,,,SE,Stockholm,,11.7,false,0.0,7.1,unstable
36.253.25.10,8181,,,NP,,,23.5,false,50.0,30.2,unstable
16.26.99.200,8187,,,AU,Melbourne,,9.6,false,11.8,6.9,unstable
13.60.181.61,34039,,,SE,Stockholm,,13.8,false,11.8,10.1,unstable
15.161.131.175,32406,,,IT,Milan,,14.5,false,0.0,8.5,unstable
43.205.242.234,35164,,,IN,Mumbai,,10.9,false,5.9,9.6,unstable
13.126.183.60,4301,,,IN,Mumbai,,8.6,false,5.9,8.2,unstable
99.79.58.74,23494,,,CA,Montreal,,11.4,false,11.8,13.1,unstable
18.231.126.121,43034,,,BR,Sao Paulo,,21.2,false,0.0,21.1,unstable
16.26.154.68,38854,,,AU,Melbourne,,11.7,false,6.3,11.8,unstable
13.38.217.179,4412,,,FR,Paris,,13.4,false,0.0,4.3,unstable
43.205.113.210,52519,,,IN,Mumbai,,10.0,false,17.6,11.4,unstable
15.164.225.200,50176,,,KR,Incheon,,13.2,false,5.9,9.8,unstable
47.237.113.119,9999,,,SG,,,6.3,false,5.6,5.5,unstable
18.142.95.213,28336,,,SG,Singapore,,15.6,false,0.0,11.5,unstable
43.198.209.12,1834,,,HK,Hong Kong,,11.6,false,26.3,9.0,unstable
43.198.209.12,4153,,,HK,Hong Kong,,11.7,false,0.0,9.6,unstable
47.92.82.167,8000,,,CN,Beijing,,7.0,false,5.9,5.7,unstable
15.161.59.54,29339,,,IT,Milan,,11.9,false,11.8,8.1,unstable
13.208.166.217,1112,,,JP,Osaka,,12.4,false,11.1,9.3,unstable
51.44.97.6,23536,,,FR,Paris,,9.7,false,12.5,10.5,unstable
13.60.163.108,18938,,,SE,Stockholm,,13.3,false,11.1,13.4,unstable
185.167.120.183,8080,,,RU,,,11.8,false,0.0,22.6,unstable
121.43.154.123,7788,,,CN,Hangzhou,,7.9,false,6.3,4.6,unstable
51.84.101.19,47829,,,IL,Tel Aviv,,8.8,false,5.9,9.3,unstable
217.145.199.47,56746,,,SK,Kolarovo,,11.9,false,27.8,13.4,unstable
123.60.109.71,9090,,,CN,Shanghai,,15.5,false,11.8,11.6,unstable
160.178.73.101,3128,,,MA,Beni Mellal,,4.1,false,0.0,4.1,unstable
16.51.148.102,8097,,,AU,Melbourne,,6.9,false,6.3,5.9,unstable
51.85.44.149,8443,,,IL,Tel Aviv,,14.2,false,11.8,14.7,unstable
40.192.121.249,5859,,,IN,Hyderabad,,10.0,false,0.0,8.2,unstable
18.222.132.180,50968,,,US,Columbus,,10.4,false,5.6,11.1,unstable
13.53.139.178,9549,,,SE,Stockholm,,13.6,false,5.9,8.7,unstable
13.126.183.60,8070,,,IN,Mumbai,,10.2,false,12.5,9.6,unstable
16.26.99.200,25680,,,AU,Melbourne,,10.9,false,5.9,7.7,unstable
16.26.143.154,23157,,,AU,Melbourne,,8.3,false,5.9,8.7,unstable
47.250.51.110,8081,,,MY,Kuala Lumpur,,6.0,false,0.0,6.3,unstable
16.18.37.186,43967,,,CH,Zurich,,11.4,false,5.9,12.8,unstable
103.246.79.126,3125,,,ID,,,8.3,false,5.9,4.3,unstable
45.225.206.1,999,,,CL,Las Cabras,,12.6,false,22.2,15.4,unstable
196.204.3.21,1976,,,EG,Cairo,,5.2,false,0.0,5.0,unstable
15.223.237.12,29446,,,CA,Montreal,,10.3,false,0.0,14.0,unstable
52.47.115.41,17928,,,FR,Paris,,13.7,false,6.3,9.6,unstable
8.243.163.58,999,,,CO,Bogota,,14.8,false,27.8,26.8,unstable
40.177.99.164,4047,,,CA,Calgary,,11.1,false,6.3,9.1,unstable
38.188.247.12,999,,,DO,Yamasa,,58.0,false,70.0,80.1,flaky
43.198.22.151,52332,,,HK,Hong Kong,,19.0,false,6.3,19.0,unstable
54.253.183.151,13623,,,AU,Sydney,,13.0,false,6.3,5.7,unstable
54.215.41.74,37577,,,US,San Jose,,11.0,false,11.1,9.3,unstable
123.57.1.16,30001,,,CN,Beijing,,26.6,false,22.2,20.4,unstable
222.209.81.12,10800,,,CN,Chengdu,,16.0,false,22.2,25.3,unstable
47.250.51.110,9098,,,MY,Kuala Lumpur,,7.0,false,5.9,3.5,unstable
13.208.166.217,9098,,,JP,Osaka,,10.0,false,12.5,6.2,unstable
18.190.253.157,3870,,,US,Columbus,,11.7,false,11.8,12.8,unstable
8.221.141.88,4145,,,JP,Tokyo,,5.4,false,11.8,2.3,unstable
34.207.102.197,8950,,,US,Ashburn,,15.2,false,5.9,14.8,unstable
15.160.132.166,28406,,,IT,Milan,,13.3,false,18.8,10.5,unstable
45.164.151.150,999,,,GT,Solola,,27.5,false,57.9,47.0,unstable
45.169.148.1,999,,,CL,Santiago,,40.2,false,66.7,40.4,unstable
56.155.73.159,18497,,,JP,Osaka,,14.8,false,11.8,8.5,unstable
120.28.70.72,8082,,,PH,Caloocan,,18.9,false,0.0,28.0,unstable
147.139.164.26,8080,,,ID,Jakarta,,17.3,false,11.8,15.3,unstable
18.163.33.4,25450,,,HK,Hong Kong,,16.7,false,11.8,6.8,unstable
51.17.154.141,44487,,,IL,Tel Aviv,,12.6,false,5.6,9.4,unstable
16.51.62.173,9750,,,AU,Melbourne,,11.5,false,6.3,8.8,unstable
103.160.205.244,8080,,,ID,,,14.3,false,5.9,17.8,unstable
13.245.171.157,46648,,,ZA,Cape Town,,12.6,false,18.8,10.1,unstable
109.194.17.191,8282,,,RU,Shelekhov,,23.7,false,52.6,35.6,unstable
43.209.173.229,15668,,,TH,Bangkok,,10.5,false,11.1,9.6,unstable
88.255.227.45,3128,,,TR,Ankara,,21.8,false,6.3,15.4,unstable
15.164.225.200,10210,,,KR,Incheon,,11.7,false,0.0,8.4,unstable
3.19.213.118,3995,,,US,Columbus,,12.2,false,11.8,9.0,unstable
103.176.96.195,1111,,,ID,Bandung,,24.8,false,45.0,44.5,unstable
51.17.154.141,9223,,,IL,Tel Aviv,,13.5,false,0.0,9.3,unstable
56.155.73.215,47244,,,JP,Osaka,,12.3,false,5.9,10.7,unstable
139.28.49.230,8080,,,TR,,,19.3,false,33.3,36.1,unstable
18.188.168.99,37307,,,US,Columbus,,12.5,false,0.0,11.2,unstable
15.161.59.54,43194,,,IT,Milan,,13.3,false,11.8,11.2,unstable
43.205.113.210,51,,,IN,Mumbai,,12.1,false,12.5,11.0,unstable
39.102.213.3,8089,,,CN,Beijing,,8.1,false,5.9,6.3,unstable
54.206.129.120,41107,,,AU,Sydney,,15.6,false,5.9,10.5,unstable
56.155.73.159,18931,,,JP,Osaka,,13.8,false,0.0,5.4,unstable
8.137.13.191,6666,,,CN,Chengdu,,11.3,false,5.6,8.1,unstable
47.237.2.245,9080,,,SG,,,7.0,false,5.9,6.1,unstable
16.62.123.236,49178,,,CH,Zurich,,10.2,false,17.6,10.9,unstable
45.74.31.42,8081,,,US,,,14.3,false,12.5,14.3,unstable
13.244.203.188,32615,,,ZA,Cape Town,,11.5,false,11.8,8.8,unstable
54.215.41.74,44624,,,US,San Jose,,14.0,false,0.0,11.5,unstable
13.38.27.183,14865,,,FR,Paris,,14.8,false,12.5,10.2,unstable
51.17.154.141,26180,,,IL,Tel Aviv,,14.9,false,16.7,10.6,unstable
34.207.102.197,8070,,,US,Ashburn,,20.4,false,11.8,21.5,unstable
185.238.238.141,58080,,,PL,Przeworno,,40.7,false,70.0,53.8,flaky
103.100.159.145,80,,,JP,,,38.5,false,22.2,34.7,unstable
103.124.196.130,8080,,,ID,Batam,,7.9,false,0.0,10.6,unstable
103.148.28.62,3125,,,ID,,,9.6,false,5.9,11.4,unstable
18.162.200.96,39608,,,HK,,,13.8,false,5.9,10.9,unstable
15.161.59.54,9002,,,IT,Milan,,10.0,false,17.6,9.9,unstable
15.152.75.215,2606,,,JP,Osaka,,13.5,false,0.0,13.1,unstable
54.253.167.61,8050,,,AU,Sydney,,13.3,false,0.0,7.4,unstable
13.38.217.179,55461,,,FR,Paris,,11.7,false,0.0,4.3,unstable
108.136.140.236,55803,,,ID,Jakarta,,12.7,false,6.3,9.9,unstable
103.169.33.58,3125,,,ID,,,13.4,false,22.2,16.5,unstable
15.161.59.54,26614,,,IT,Milan,,10.2,false,11.8,9.3,unstable
43.208.237.116,34960,,,TH,Bangkok,,11.7,false,0.0,5.4,unstable
3.99.158.157,24388,,,CA,Montreal,,13.8,false,5.9,11.8,unstable
61.245.30.166,5050,,,PH,Manila,,17.1,false,36.8,31.6,unstable
3.99.158.157,56561,,,CA,Montreal,,12.3,false,5.9,11.6,unstable
43.205.125.76,22154,,,IN,Mumbai,,10.8,false,5.6,10.6,unstable
31.76.12.115,3128,,,GB,,,44.5,false,36.8,48.7,unstable
35.78.252.142,25662,,,JP,Tokyo,,14.2,false,12.5,9.1,unstable
52.47.115.41,40153,,,FR,Paris,,10.7,false,11.8,10.7,unstable
16.18.37.186,51306,,,CH,Zurich,,13.1,false,12.5,9.8,unstable
52.47.115.41,5877,,,FR,Paris,,10.8,false,5.9,8.0,unstable
15.152.75.215,47243,,,JP,Osaka,,12.9,false,0.0,10.1,unstable
52.47.115.41,13726,,,FR,Paris,,10.0,false,5.6,10.9,unstable
43.198.94.82,26173,,,HK,Hong Kong,,12.4,false,0.0,9.1,unstable
16.26.99.200,14225,,,AU,Melbourne,,12.3,false,11.8,9.6,unstable
190.60.39.196,999,,,CO,,,9.6,false,17.6,11.7,unstable
101.132.252.152,8080,,,CN,Shanghai,,8.7,false,6.3,5.2,unstable
13.41.196.179,37712,,,GB,City of London,,12.9,false,11.1,9.0,unstable
51.84.101.19,1913,,,IL,Tel Aviv,,10.7,false,0.0,10.6,unstable
47.112.11.170,8123,,,CN,Shenzhen,,15.3,false,5.9,6.6,unstable
52.47.115.41,31636,,,FR,Paris,,15.0,false,0.0,11.0,unstable
16.62.123.236,45377,,,CH,Zurich,,13.0,false,0.0,7.9,unstable
18.191.250.90,35859,,,US,Columbus,,12.1,false,22.2,14.7,unstable
54.67.110.244,8007,,,US,San Jose,,11.2,false,0.0,12.1,unstable
98.130.11.240,15958,,,IN,Hyderabad,,10.8,false,6.3,4.6,unstable
13.60.163.108,51031,,,SE,Stockholm,,14.7,false,6.3,11.2,unstable
15.237.108.20,56545,,,FR,Paris,,14.1,false,0.0,7.4,unstable
118.145.141.251,44093,,,CN,,,38.6,false,17.6,38.6,unstable
47.121.183.107,8443,,,CN,Shenzhen,,7.1,false,6.3,6.7,unstable
43.207.141.180,52684,,,JP,Tokyo,,13.5,false,0.0,11.2,unstable
54.253.183.151,41416,,,AU,Sydney,,12.3,false,11.8,6.9,unstable
43.205.125.76,4730,,,IN,Mumbai,,11.8,false,16.7,13.3,unstable
51.17.154.141,31155,,,IL,Tel Aviv,,12.2,false,5.9,11.1,unstable
43.205.242.234,35589,,,IN,Mumbai,,13.4,false,12.5,13.9,unstable
16.18.37.186,19175,,,CH,Zurich,,11.9,false,11.8,11.0,unstable
18.222.132.180,52487,,,US,Columbus,,10.7,false,17.6,10.1,unstable
13.38.27.183,5534,,,FR,Paris,,9.7,false,6.3,8.1,unstable
18.222.132.180,38410,,,US,Columbus,,11.8,false,0.0,11.5,unstable
16.26.99.200,21668,,,AU,Melbourne,,15.0,false,11.8,8.5,unstable
103.187.86.34,8182,,,ID,Pinrang,,23.2,false,36.8,39.0,unstable
16.52.81.236,51598,,,CA,Montreal,,10.2,false,5.6,13.1,unstable
16.26.143.154,57652,,,AU,Melbourne,,9.6,false,0.0,7.9,unstable
13.208.166.217,80,,,JP,Osaka,,12.7,false,17.6,10.1,unstable
16.51.148.102,24076,,,AU,Melbourne,,13.4,false,11.1,7.9,unstable
8.213.215.187,9098,,,TH,Bangkok,,6.6,false,6.3,5.6,unstable
36.68.150.7,3128,,,ID,Bandar Lampung,,37.2,false,57.9,45.7,unstable
13.208.166.217,48983,,,JP,Osaka,,12.6,false,0.0,8.9,unstable
43.198.209.12,58203,,,HK,Hong Kong,,13.2,false,6.3,10.4,unstable
43.200.174.95,8268,,,KR,Incheon,,10.1,false,5.9,7.6,unstable
18.163.33.4,10117,,,HK,Hong Kong,,10.8,false,5.9,5.7,unstable
178.104.91.17,80,,,DE,,,32.5,false,38.9,10.7,unstable
181.214.29.86,999,,,DO,Santo Domingo,,10.7,false,22.2,19.8,unstable
51.17.154.141,14106,,,IL,Tel Aviv,,10.8,false,11.1,13.5,unstable
18.163.33.4,48835,,,HK,Hong Kong,,7.0,false,11.8,6.0,unstable
51.85.44.149,50908,,,IL,Tel Aviv,,15.0,false,5.9,14.2,unstable
43.205.242.234,39810,,,IN,Mumbai,,11.0,false,11.8,12.0,unstable
54.180.117.151,41507,,,KR,Incheon,,13.1,false,0.0,5.4,unstable
47.109.56.77,8081,,,CN,Chengdu,,48.0,false,36.8,33.3,unstable
16.18.37.186,5331,,,CH,Zurich,,13.4,false,11.8,13.3,unstable
54.215.41.74,57043,,,US,San Jose,,14.2,false,0.0,10.9,unstable
78.17.144.48,8080,,,IE,,,15.6,false,0.0,15.6,unstable
103.133.26.17,3128,,,ID,Bekasi,,23.5,false,47.4,35.6,unstable
43.208.134.144,8493,,,TH,Bangkok,,14.1,false,0.0,8.2,unstable
51.92.173.133,57961,,,ES,Zaragoza,,11.9,false,0.0,11.1,unstable
43.208.237.116,870,,,TH,Bangkok,,13.0,false,0.0,5.7,unstable
47.121.182.36,39,,,CN,Shenzhen,,8.9,false,6.3,6.8,unstable
54.180.117.151,9080,,,KR,Incheon,,10.0,false,11.8,12.0,unstable
51.17.154.141,29951,,,IL,Tel Aviv,,13.7,false,6.3,10.2,unstable
56.68.116.64,21127,,,MY,Kuala Lumpur,,12.8,false,0.0,10.1,unstable
13.38.27.183,3128,,,FR,Paris,,12.2,false,11.8,7.7,unstable
114.224.138.144,1080,,,CN,Wuxi,,3.8,false,0.0,4.0,unstable
202.6.200.27,3125,,,ID,Tangerang,,9.8,false,6.3,8.5,unstable
78.12.252.87,9868,,,MX,Queretaro City,,10.5,false,5.9,10.2,unstable
16.28.29.244,49153,,,ZA,Cape Town,,12.1,false,0.0,11.3,unstable
43.248.254.130,83,,,BD,,,23.5,false,44.4,31.6,unstable
160.25.46.58,1111,,,ID,Tuban,,20.3,false,27.8,38.2,unstable
43.209.173.229,8890,,,TH,Bangkok,,17.2,false,5.6,8.5,unstable
3.19.213.118,8382,,,US,Columbus,,11.4,false,5.9,9.6,unstable
161.49.89.217,8081,,,PH,Pasig,,27.4,false,63.2,47.1,unstable
203.142.74.115,8080,,,ID,South Tangerang,,14.1,false,5.6,22.9,unstable
139.224.186.221,6666,,,CN,Shanghai,,11.3,false,5.9,5.5,unstable
8.130.74.114,8008,,,CN,Beijing,,14.5,false,6.3,8.6,unstable
168.194.147.230,8080,,,BR,Igarapava,,14.9,false,16.7,13.4,unstable
51.84.101.19,39876,,,IL,Tel Aviv,,11.9,false,17.6,10.0,unstable
15.135.215.62,55255,,,AU,Sydney,,12.7,false,0.0,5.4,unstable
47.90.149.238,8008,,,US,,,6.5,false,0.0,4.9,unstable
158.160.220.59,3128,,,RU,Moscow,,40.6,false,29.4,41.4,unstable
116.63.130.30,443,,,CN,,,22.6,false,22.2,18.2,unstable
43.203.140.58,19642,,,KR,Incheon,,10.5,false,0.0,5.4,unstable
54.67.110.244,8001,,,US,San Jose,,12.5,false,0.0,7.7,unstable
47.92.152.43,8081,,,CN,Beijing,,8.9,false,0.0,5.4,unstable
34.246.183.20,15970,,,IE,Dublin,,13.9,false,12.5,10.1,unstable
202.148.12.114,8083,,,ID,,,14.2,false,35.3,30.3,unstable
43.205.242.234,3287,,,IN,Mumbai,,12.6,false,11.8,15.0,unstable
103.125.117.126,3125,,,ID,Bandung,,6.7,false,11.8,8.5,unstable
15.161.59.54,15033,,,IT,Milan,,15.1,false,11.8,10.2,unstable
123.60.109.71,5000,,,CN,Shanghai,,15.9,false,11.8,13.0,unstable
16.51.148.102,19313,,,AU,Melbourne,,12.8,false,0.0,5.1,unstable
43.200.179.23,56476,,,KR,Incheon,,11.4,false,0.0,12.6,unstable
16.26.154.68,44919,,,AU,Melbourne,,12.4,false,5.6,11.0,unstable
16.28.29.244,47768,,,ZA,Cape Town,,14.7,false,11.1,15.5,unstable
13.235.42.151,47717,,,IN,Mumbai,,9.9,false,6.7,8.2,unstable
13.41.196.179,9207,,,GB,City of London,,12.7,false,0.0,11.4,unstable
149.129.226.9,8091,,,ID,Jakarta,,6.8,false,0.0,0.0,unstable
43.206.240.252,48552,,,JP,Tokyo,,11.9,false,0.0,10.3,unstable
109.127.9.99,8080,,,AZ,Sumqayit,,18.0,false,0.0,29.8,unstable
18.60.247.31,8447,,,IN,Hyderabad,,13.9,false,5.9,10.1,unstable
35.182.12.78,49552,,,CA,Montreal,,9.9,false,11.1,8.5,unstable
51.92.173.133,21543,,,ES,Zaragoza,,11.1,false,11.8,13.0,unstable
47.104.27.165,9080,,,CN,Qingdao,,11.7,false,0.0,9.1,unstable
47.74.46.81,8081,,,JP,Tokyo,,6.8,false,12.5,3.8,unstable
47.254.153.78,8888,,,DE,Frankfurt am Main,,11.5,false,11.8,10.9,unstable
43.205.113.210,24756,,,IN,Mumbai,,11.4,false,6.3,10.6,unstable
103.120.221.37,8090,,,BD,,,15.1,false,66.7,26.6,unstable
103.117.108.58,8080,,,BD,,,17.3,false,27.8,25.7,unstable
39.102.213.213,8443,,,CN,Beijing,,9.5,false,0.0,5.2,unstable
64.111.92.171,10101,,,US,,,5.7,false,0.0,4.4,unstable
103.163.231.106,3127,,,ID,South Jakarta,,25.0,false,44.4,36.8,unstable
103.173.138.151,8080,,,ID,,,22.6,false,36.8,38.9,unstable
13.208.166.217,17523,,,JP,Osaka,,9.0,false,11.8,9.0,unstable
54.180.117.151,4035,,,KR,Incheon,,12.2,false,22.2,6.5,unstable
40.192.120.123,22961,,,IN,Hyderabad,,10.8,false,5.9,8.0,unstable
39.104.59.56,8089,,,CN,Beijing,,9.6,false,12.5,7.2,unstable
47.237.113.119,4145,,,SG,,,6.0,false,0.0,2.9,unstable
18.61.3.91,54011,,,IN,Hyderabad,,14.3,false,17.6,12.1,unstable
124.106.116.34,1337,,,PH,Pasay,,17.8,false,11.8,22.7,unstable
15.160.132.166,20423,,,IT,Milan,,15.7,false,5.9,9.6,unstable
45.174.248.18,999,,,MX,Morelia,,5.0,false,6.3,8.0,unstable
159.138.169.166,2080,,,ZA,Johannesburg,,92.3,false,47.4,51.3,flaky
103.209.38.132,8080,,,IN,Mumbai,,17.9,false,0.0,22.7,unstable
47.90.149.238,4145,,,US,,,6.8,false,6.3,3.5,unstable
8.219.167.110,8999,,,SG,,,9.5,false,16.7,9.4,unstable
13.60.163.108,7137,,,SE,Stockholm,,8.7,false,11.1,8.7,unstable
54.147.203.181,3128,,,US,Ashburn,,55.5,false,0.0,55.5,flaky
51.16.4.39,34837,,,IL,Tel Aviv,,15.6,false,11.8,17.0,unstable
103.155.168.171,8299,,,ID,,,9.4,false,50.0,21.4,unstable
51.44.97.6,26457,,,FR,Paris,,12.1,false,12.5,14.1,unstable
13.246.6.135,31273,,,ZA,Cape Town,,8.4,false,0.0,8.7,unstable
216.106.179.216,49260,,,US,Dallas,,53.0,false,0.0,60.0,flaky
16.26.154.68,8091,,,AU,Melbourne,,10.9,false,0.0,11.5,unstable
103.77.79.43,3125,,,ID,,,24.1,false,38.9,24.1,unstable
181.209.118.250,999,,,AR,,,10.5,false,23.5,20.8,unstable
35.78.252.142,42501,,,JP,Tokyo,,13.0,false,12.5,10.4,unstable
108.136.140.236,15960,,,ID,Jakarta,,12.1,false,17.6,12.5,unstable
82.115.60.66,80,,,KZ,Almaty,,48.2,false,0.0,34.0,unstable
3.127.27.51,22693,,,DE,Frankfurt am Main,,12.5,false,0.0,12.3,unstable
13.51.196.44,23377,,,SE,Stockholm,,12.2,false,0.0,10.3,unstable
103.43.59.58,3125,,,ID,,,10.6,false,22.2,12.0,unstable
43.208.237.116,1894,,,TH,Bangkok,,8.7,false,0.0,6.2,unstable
202.58.77.9,8080,,,ID,Surabaya,,12.5,false,0.0,9.9,unstable
51.44.97.6,47297,,,FR,Paris,,10.9,false,11.8,12.3,unstable
78.12.252.87,9108,,,MX,Queretaro City,,15.0,false,29.4,11.5,unstable
13.208.166.217,55155,,,JP,Osaka,,14.2,false,6.3,6.8,unstable
35.182.12.78,9002,,,CA,Montreal,,13.7,false,11.8,12.7,unstable
35.182.12.78,31413,,,CA,Montreal,,11.6,false,11.8,13.1,unstable
18.163.33.4,26962,,,HK,Hong Kong,,10.2,false,5.9,8.1,unstable
18.222.132.180,35211,,,US,Columbus,,13.1,false,11.8,12.3,unstable
106.14.104.220,4145,,,CN,Shanghai,,5.0,false,0.0,3.8,unstable
47.100.73.178,8888,,,CN,Shanghai,,9.7,false,11.8,9.9,unstable
16.26.143.154,31839,,,AU,Melbourne,,11.4,false,0.0,9.1,unstable
47.243.242.70,55443,,,HK,Hong Kong,,11.7,false,12.5,12.8,unstable
113.192.48.166,1111,,,ID,,,28.7,false,11.8,34.6,unstable
18.162.200.96,57141,,,HK,,,12.6,false,5.9,12.7,unstable
13.246.6.135,59739,,,ZA,Cape Town,,14.8,false,6.3,9.0,unstable
43.200.179.23,39811,,,KR,Incheon,,12.6,false,6.3,12.9,unstable
103.60.138.65,4153,,,IN,,,9.2,false,5.9,9.9,unstable
16.26.154.68,3629,,,AU,Melbourne,,14.5,false,0.0,8.8,unstable
3.121.130.230,26979,,,DE,Frankfurt am Main,,12.7,false,0.0,7.1,unstable
43.198.94.82,55530,,,HK,Hong Kong,,13.1,false,11.8,9.6,unstable
103.180.126.243,8080,,,ID,Jakarta,,16.4,false,22.2,17.5,unstable
43.200.174.95,18946,,,KR,Incheon,,11.3,false,5.9,8.3,unstable
103.72.89.108,8097,,,ID,Gorontalo,,14.9,false,16.7,18.6,unstable
47.104.27.249,4006,,,CN,Qingdao,,12.0,false,0.0,4.7,unstable
54.253.183.151,27811,,,AU,Sydney,,10.5,false,11.8,7.6,unstable
18.191.250.90,18254,,,US,Columbus,,12.5,false,0.0,14.6,unstable
13.126.183.60,57214,,,IN,Mumbai,,15.3,false,0.0,8.0,unstable
16.52.81.236,27487,,,CA,Montreal,,11.8,false,0.0,12.4,unstable
18.188.53.175,50000,,,US,Columbus,,11.4,false,12.5,12.2,unstable
43.200.179.23,8470,,,KR,Incheon,,13.7,false,11.8,10.3,unstable
138.186.187.218,8080,,,BR,Itaquaquecetuba,,6.5,false,0.0,14.6,unstable
13.208.166.217,50640,,,JP,Osaka,,14.0,false,5.6,9.0,unstable
103.130.107.193,84,,,IN,,,4.6,false,0.0,8.2,unstable
54.180.117.151,5571,,,KR,Incheon,,9.6,false,11.8,8.8,unstable
43.209.173.229,8181,,,TH,Bangkok,,12.0,false,0.0,10.1,unstable
179.49.237.54,999,,,CL,Santiago,,7.6,false,12.5,12.7,unstable
8.211.42.167,8000,,,DE,Frankfurt am Main,,5.9,false,0.0,2.9,unstable
54.180.117.151,36835,,,KR,Incheon,,11.2,false,0.0,10.2,unstable
39.102.214.199,1081,,,CN,Beijing,,6.1,false,5.9,5.4,unstable
54.180.117.151,21,,,KR,Incheon,,12.2,false,11.8,6.9,unstable
18.228.228.159,24779,,,BR,Sao Paulo,,13.7,false,11.8,13.5,unstable
43.206.240.252,33590,,,JP,Tokyo,,14.6,false,0.0,8.0,unstable
13.208.238.59,32612,,,JP,Osaka,,10.4,false,11.8,9.4,unstable
13.208.166.217,27642,,,JP,Osaka,,12.6,false,17.6,9.2,unstable
103.155.168.88,8299,,,ID,,,6.8,false,26.3,16.9,unstable
43.205.113.210,54793,,,IN,Mumbai,,9.5,false,0.0,10.3,unstable
47.254.158.115,8081,,,DE,Frankfurt am Main,,19.7,false,22.2,14.5,unstable
114.252.232.22,1083,,,CN,Beijing,,30.2,false,0.0,30.2,unstable
99.79.58.74,41790,,,CA,Montreal,,10.8,false,23.5,11.6,unstable
13.60.181.61,9480,,,SE,Stockholm,,14.2,false,5.9,9.7,unstable
56.68.116.64,52083,,,MY,Kuala Lumpur,,11.4,false,11.8,12.0,unstable
43.209.173.229,24363,,,TH,Bangkok,,12.6,false,0.0,6.6,unstable
31.57.27.86,3128,,,FI,Helsinki,,41.5,false,0.0,45.8,unstable
16.18.37.186,28981,,,CH,Zurich,,13.3,false,11.8,14.5,unstable
36.92.186.59,1080,,,ID,Tangerang,,9.7,false,10.5,13.2,unstable
18.60.247.31,19387,,,IN,Hyderabad,,10.6,false,5.9,8.3,unstable
43.203.140.58,50846,,,KR,Incheon,,7.3,false,0.0,4.6,unstable
18.60.247.31,40697,,,IN,Hyderabad,,11.5,false,11.8,10.0,unstable
15.223.237.12,3629,,,CA,Montreal,,13.5,false,11.1,14.7,unstable
43.208.237.116,22911,,,TH,Bangkok,,15.5,false,5.6,7.1,unstable
18.60.247.31,57748,,,IN,Hyderabad,,10.3,false,0.0,6.6,unstable
43.203.140.58,31056,,,KR,Incheon,,10.5,false,5.9,7.4,unstable
